6:05:00 AM,45086.69
6:06:00 AM,45086.69
6:07:00 AM,45086.70
6:08:00 AM,45086.72
6:09:00 AM,45086.74
6:10:00 AM,45086.76
6:11:00 AM,45086.79
6:12:00 AM,45086.82
6:13:00 AM,45086.85
6:14:00 AM,45086.89
6:15:00 AM,45086.94
6:16:00 AM,45086.98
6:17:00 AM,45087.03
6:18:00 AM,45087.08
6:19:00 AM,45087.14
6:20:00 AM,45087.20
6:21:00 AM,45087.26
6:22:00 AM,45087.33
6:23:00 AM,45087.40
6:24:00 AM,45087.48
6:25:00 AM,45087.55
6:26:00 AM,45087.63
6:27:00 AM,45087.72
6:28:00 AM,45087.80
6:29:00 AM,45087.89
6:30:00 AM,45087.99
6:31:00 AM,45088.08
6:32:00 AM,45088.18
6:33:00 AM,45088.28
6:34:00 AM,45088.39
6:35:00 AM,45088.49
6:36:00 AM,45088.61
6:37:00 AM,45088.72
6:38:00 AM,45088.83
6:39:00 AM,45088.95
6:40:00 AM,45089.08
6:41:00 AM,45089.20
6:42:00 AM,45089.33
6:43:00 AM,45089.46
6:44:00 AM,45089.59
6:45:00 AM,45089.72
6:46:00 AM,45089.86
6:47:00 AM,45090.00
6:48:00 AM,45090.14
6:49:00 AM,45090.28
6:50:00 AM,45090.43
6:51:00 AM,45090.58
6:52:00 AM,45090.73
6:53:00 AM,45090.88
6:54:00 AM,45091.04
6:55:00 AM,45091.20
6:56:00 AM,45091.36
6:57:00 AM,45091.52
6:58:00 AM,45091.68
6:59:00 AM,45091.85
7:00:00 AM,45092.01
7:01:00 AM,45092.18
7:02:00 AM,45092.36
7:03:00 AM,45092.53
7:04:00 AM,45092.70
7:05:00 AM,45092.88
7:06:00 AM,45093.06
7:07:00 AM,45093.24
7:08:00 AM,45093.42
7:09:00 AM,45093.61
7:10:00 AM,45093.79
7:11:00 AM,45093.98
7:12:00 AM,45094.17
7:13:00 AM,45094.36
7:14:00 AM,45094.55
7:15:00 AM,45094.74
7:16:00 AM,45094.93
7:17:00 AM,45095.13
7:18:00 AM,45095.33
7:19:00 AM,45095.52
7:20:00 AM,45095.72
7:21:00 AM,45095.92
7:22:00 AM,45096.13
7:23:00 AM,45096.33
7:24:00 AM,45096.53
7:25:00 AM,45096.74
7:26:00 AM,45096.95
7:27:00 AM,45097.15
7:28:00 AM,45097.36
7:29:00 AM,45097.57
7:30:00 AM,45097.78
7:31:00 AM,45097.99
7:32:00 AM,45098.21
7:33:00 AM,45098.42
7:34:00 AM,45098.63
7:35:00 AM,45098.85
7:36:00 AM,45099.06
7:37:00 AM,45099.28
7:38:00 AM,45099.50
7:39:00 AM,45099.71
7:40:00 AM,45099.93
7:41:00 AM,45100.15
7:42:00 AM,45100.37
7:43:00 AM,45100.59
7:44:00 AM,45100.81
7:45:00 AM,45101.03
7:46:00 AM,45101.26
7:47:00 AM,45101.48
7:48:00 AM,45101.70
7:49:00 AM,45101.92
7:50:00 AM,45102.15
7:51:00 AM,45102.37
7:52:00 AM,45102.59
7:53:00 AM,45102.82
7:54:00 AM,45103.04
7:55:00 AM,45103.27
7:56:00 AM,45103.49
7:57:00 AM,45103.72
7:58:00 AM,45103.94
7:59:00 AM,45104.17
8:00:00 AM,45104.40
8:01:00 AM,45104.62
8:02:00 AM,45104.85
8:03:00 AM,45105.07
8:04:00 AM,45105.30
8:05:00 AM,45105.52
8:06:00 AM,45105.75
8:07:00 AM,45105.98
8:08:00 AM,45106.20
8:09:00 AM,45106.43
8:10:00 AM,45106.65
8:11:00 AM,45106.88
8:12:00 AM,45107.10
8:13:00 AM,45107.33
8:14:00 AM,45107.55
8:15:00 AM,45107.77
8:16:00 AM,45108.00
8:17:00 AM,45108.22
8:18:00 AM,45108.44
8:19:00 AM,45108.67
8:20:00 AM,45108.89
8:21:00 AM,45109.11
8:22:00 AM,45109.33
8:23:00 AM,45109.55
8:24:00 AM,45109.77
8:25:00 AM,45109.99
8:26:00 AM,45110.21
8:27:00 AM,45110.43
8:28:00 AM,45110.65
8:29:00 AM,45110.87
8:30:00 AM,45111.09
8:31:00 AM,45111.30
8:32:00 AM,45111.52
8:33:00 AM,45111.73
8:34:00 AM,45111.95
8:35:00 AM,45112.16
8:36:00 AM,45112.38
8:37:00 AM,45112.59
8:38:00 AM,45112.80
8:39:00 AM,45113.01
8:40:00 AM,45113.22
8:41:00 AM,45113.43
8:42:00 AM,45113.64
8:43:00 AM,45113.84
8:44:00 AM,45114.05
8:45:00 AM,45114.26
8:46:00 AM,45114.46
8:47:00 AM,45114.66
8:48:00 AM,45114.87
8:49:00 AM,45115.07
8:50:00 AM,45115.27
8:51:00 AM,45115.47
8:52:00 AM,45115.67
8:53:00 AM,45115.86
8:54:00 AM,45116.06
8:55:00 AM,45116.26
8:56:00 AM,45116.45
8:57:00 AM,45116.64
8:58:00 AM,45116.83
8:59:00 AM,45117.02
9:00:00 AM,45117.21
9:01:00 AM,45117.40
9:02:00 AM,45117.59
9:03:00 AM,45117.77
9:04:00 AM,45117.96
9:05:00 AM,45118.14
9:06:00 AM,45118.32
9:07:00 AM,45118.50
9:08:00 AM,45118.68
9:09:00 AM,45118.86
9:10:00 AM,45119.04
9:11:00 AM,45119.21
9:12:00 AM,45119.39
9:13:00 AM,45119.56
9:14:00 AM,45119.73
9:15:00 AM,45119.90
9:16:00 AM,45120.07
9:17:00 AM,45120.23
9:18:00 AM,45120.40
9:19:00 AM,45120.56
9:20:00 AM,45120.72
9:21:00 AM,45120.88
9:22:00 AM,45121.04
9:23:00 AM,45121.20
9:24:00 AM,45121.35
9:25:00 AM,45121.51
9:26:00 AM,45121.66
9:27:00 AM,45121.81
9:28:00 AM,45121.96
9:29:00 AM,45122.11
9:30:00 AM,45122.26
9:31:00 AM,45122.40
9:32:00 AM,45122.54
9:33:00 AM,45122.68
9:34:00 AM,45122.82
9:35:00 AM,45122.96
9:36:00 AM,45123.10
9:37:00 AM,45123.23
9:38:00 AM,45123.36
9:39:00 AM,45123.50
9:40:00 AM,45123.62
9:41:00 AM,45123.75
9:42:00 AM,45123.88
9:43:00 AM,45124.00
